...1,doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,person,session,subject,X
NA,10840601133,7,8,NA,police,car,car,NA,TRUE,police,ldp_parent_utts_udpipe,polic,car,parent,6,84,10403
NA,10840700089,9,10,NA,egg,button,button,NA,TRUE,egg,ldp_parent_utts_udpipe,egg,button,parent,7,84,10404
NA,10840700101,8,9,NA,people,rug,rug,NA,TRUE,people,ldp_parent_utts_udpipe,peopl,rug,parent,7,84,10405
NA,10840900133,3,4,NA,slap,hands,hands,NA,TRUE,slap,ldp_parent_utts_udpipe,slap,hand,parent,9,84,10406
NA,10840900312,8,9,NA,mail,truck,truck,NA,TRUE,mail,ldp_parent_utts_udpipe,mail,truck,parent,9,84,10407
NA,10840900421,2,3,NA,fire,truck,truck,NA,TRUE,fire,ldp_parent_utts_udpipe,fire,truck,parent,9,84,10408
NA,10841001457,2,3,NA,book,tray,tray,NA,TRUE,book,ldp_parent_utts_udpipe,book,trai,parent,10,84,10409
NA,10841001551,7,8,NA,pencil,case,case,NA,TRUE,pencil,ldp_parent_utts_udpipe,pencil,case,parent,10,84,10410
NA,10841100683,6,8,NA,gum,drop,drop,NA,FALSE,gum,ldp_parent_utts_udpipe,gum,drop,parent,11,84,10411
NA,10841101518,23,24,NA,game,shark,shark,NA,TRUE,game,ldp_parent_utts_udpipe,game,shark,parent,11,84,10412
NA,10841200066,8,9,NA,color,legs,leg,NA,TRUE,color,ldp_parent_utts_udpipe,color,leg,parent,12,84,10413
NA,10841200199,13,14,NA,leg,guy,guy,NA,TRUE,leg,ldp_parent_utts_udpipe,leg,gui,parent,12,84,10414
NA,10841200884,6,7,NA,guy,talking,talk,NA,TRUE,guy,ldp_parent_utts_udpipe,gui,talk,parent,12,84,10415
NA,10841200933,7,8,NA,kitchen,table,table,NA,TRUE,kitchen,ldp_parent_utts_udpipe,kitchen,tabl,parent,12,84,10416
NA,10850100319,5,6,NA,cherry,tomato,tomato,NA,TRUE,cherry,ldp_parent_utts_udpipe,cherri,tomato,parent,1,85,10417
NA,10850100452,5,6,NA,pizza,crust,crust,NA,TRUE,pizza,ldp_parent_utts_udpipe,pizza,crust,parent,1,85,10418
NA,10850100454,3,4,NA,pizza,crust,crust,NA,TRUE,pizza,ldp_parent_utts_udpipe,pizza,crust,parent,1,85,10419
NA,10850100459,1,2,NA,pizza,crust,crust,NA,TRUE,pizza,ldp_parent_utts_udpipe,pizza,crust,parent,1,85,10420
NA,10850100860,5,7,NA,drum,stick,stick,NA,FALSE,drum,ldp_parent_utts_udpipe,drum,stick,parent,1,85,10421
NA,10850100862,10,12,NA,drum,stick,stick,NA,FALSE,drum,ldp_parent_utts_udpipe,drum,stick,parent,1,85,10422
NA,10850100936,2,3,NA,gas,mask,mask,NA,TRUE,gas,ldp_parent_utts_udpipe,ga,mask,parent,1,85,10423
NA,10850200082,7,8,NA,water,running,run,NA,TRUE,water,ldp_parent_utts_udpipe,water,run,parent,2,85,10424
NA,10850200148,2,3,NA,shot,mama,mama,NA,TRUE,shot,ldp_parent_utts_udpipe,shot,mama,parent,2,85,10425
NA,10850200420,10,12,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10426
NA,10850200421,13,15,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10427
NA,10850201020,3,5,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10428
NA,10850201022,3,5,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10429
NA,10850201032,7,9,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10430
NA,10850201039,7,9,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10431
NA,10850201040,2,4,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10432
NA,10850201041,2,4,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10433
NA,10850201084,2,4,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10434
NA,10850201218,5,7,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10435
NA,10850201282,6,8,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10436
NA,10850201291,2,4,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10437
NA,10850201296,2,4,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10438
NA,10850201300,2,4,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,2,85,10439
NA,10850201486,5,8,NA,teddy,book,book,NA,FALSE,teddy,ldp_parent_utts_udpipe,teddi,book,parent,2,85,10440
NA,10850201620,5,7,NA,teddy,bear,bear,NA,FALSE,teddy,ldp_parent_utts_udpipe,teddi,bear,parent,2,85,10441
NA,10850300001,6,7,NA,video,camera,camera,NA,TRUE,video,ldp_parent_utts_udpipe,video,camera,parent,3,85,10442
NA,10850300270,10,11,NA,rag,doll,doll,NA,TRUE,rag,ldp_parent_utts_udpipe,rag,doll,parent,3,85,10443
NA,10850300364,4,5,NA,buggy,eyes,eye,NA,TRUE,buggy,ldp_parent_utts_udpipe,buggi,ey,parent,3,85,10444
NA,10850300380,5,6,NA,buggy,eyes,eye,NA,TRUE,buggy,ldp_parent_utts_udpipe,buggi,ey,parent,3,85,10445
NA,10850300400,3,4,NA,bug,lifts,lift,NA,TRUE,bug,ldp_parent_utts_udpipe,bug,lift,parent,3,85,10446
NA,10850300401,5,6,NA,bug,lifts,lift,NA,TRUE,bug,ldp_parent_utts_udpipe,bug,lift,parent,3,85,10447
NA,10850300559,5,6,NA,school,bus,bus,NA,TRUE,school,ldp_parent_utts_udpipe,school,bu,parent,3,85,10448
NA,10850300666,5,6,NA,truck,book,book,NA,TRUE,truck,ldp_parent_utts_udpipe,truck,book,parent,3,85,10449
NA,10850300681,4,5,NA,jump,jump,jump,NA,TRUE,jump,ldp_parent_utts_udpipe,jump,jump,parent,3,85,10450
NA,10850300775,5,6,NA,truck,book,book,NA,TRUE,truck,ldp_parent_utts_udpipe,truck,book,parent,3,85,10451
NA,10850300837,3,4,NA,muscle,men,man,NA,TRUE,muscle,ldp_parent_utts_udpipe,muscl,men,parent,3,85,10452
NA,10850300849,14,15,NA,garbage,feast,feast,NA,TRUE,garbage,ldp_parent_utts_udpipe,garbag,feast,parent,3,85,10453
NA,10850300853,13,14,NA,dozen,rigs,rig,NA,TRUE,dozen,ldp_parent_utts_udpipe,dozen,rig,parent,3,85,10454
NA,10850300861,9,10,NA,trucks,call,call,NA,TRUE,trucks,ldp_parent_utts_udpipe,truck,call,parent,3,85,10455
NA,10850300950,10,11,NA,trucks,shout,shout,NA,TRUE,trucks,ldp_parent_utts_udpipe,truck,shout,parent,3,85,10456
NA,10850301059,7,8,NA,pull,toy,toy,NA,TRUE,pull,ldp_parent_utts_udpipe,pull,toi,parent,3,85,10457
NA,10850301300,2,5,NA,back,scribbles,scribble,NA,FALSE,back,ldp_parent_utts_udpipe,back,scribbl,parent,3,85,10458
NA,10850301550,15,16,NA,daddy,sings,sings,NA,TRUE,daddy,ldp_parent_utts_udpipe,daddi,sing,parent,3,85,10459
NA,10850301551,10,12,NA,belly,button,button,NA,FALSE,belly,ldp_parent_utts_udpipe,belli,button,parent,3,85,10460
NA,10850301572,13,14,NA,grandma,sings,sings,NA,TRUE,grandma,ldp_parent_utts_udpipe,grandma,sing,parent,3,85,10461
NA,10850301610,12,13,NA,mama,sings,sings,NA,TRUE,mama,ldp_parent_utts_udpipe,mama,sing,parent,3,85,10462
NA,10850301650,15,16,NA,daddy,sings,sings,NA,TRUE,daddy,ldp_parent_utts_udpipe,daddi,sing,parent,3,85,10463
NA,10850301656,10,12,NA,belly,button,button,NA,FALSE,belly,ldp_parent_utts_udpipe,belli,button,parent,3,85,10464
NA,10850301671,13,14,NA,grandma,sings,sings,NA,TRUE,grandma,ldp_parent_utts_udpipe,grandma,sing,parent,3,85,10465
NA,10850302110,5,6,NA,hip,cat,cat,NA,TRUE,hip,ldp_parent_utts_udpipe,hip,cat,parent,3,85,10466
NA,10850302110,20,23,NA,river,shack,shack,NA,FALSE,river,ldp_parent_utts_udpipe,river,shack,parent,3,85,10467
NA,10850302318,5,6,NA,mouse,ears,ear,NA,TRUE,mouse,ldp_parent_utts_udpipe,mous,ear,parent,3,85,10468
NA,10850302536,8,9,NA,mouse,ears,ear,NA,TRUE,mouse,ldp_parent_utts_udpipe,mous,ear,parent,3,85,10469
NA,10850302593,3,4,NA,mama,hats,hat,NA,TRUE,mama,ldp_parent_utts_udpipe,mama,hat,parent,3,85,10470
NA,10850401291,8,9,NA,cigar,boxes,box,NA,TRUE,cigar,ldp_parent_utts_udpipe,cigar,box,parent,4,85,10471
NA,10850401456,7,9,NA,colors,man,man,NA,FALSE,colors,ldp_parent_utts_udpipe,color,man,parent,4,85,10472
NA,10850500772,7,8,NA,ice,cubes,cub,NA,TRUE,ice,ldp_parent_utts_udpipe,ic,cube,parent,5,85,10473
NA,10850500773,6,7,NA,ice,cubes,cub,NA,TRUE,ice,ldp_parent_utts_udpipe,ic,cube,parent,5,85,10474
NA,10850500810,7,8,NA,juice,man,man,NA,TRUE,juice,ldp_parent_utts_udpipe,juic,man,parent,5,85,10475
NA,10850500811,4,5,NA,bubble,juice,juice,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,juic,parent,5,85,10476
NA,10850501144,6,7,NA,bubble,blow,blow,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,blow,parent,5,85,10477
NA,10850600201,6,7,NA,pumpkin,face,face,NA,TRUE,pumpkin,ldp_parent_utts_udpipe,pumpkin,face,parent,6,85,10478
NA,10850600352,9,10,NA,pumpkin,head,head,NA,TRUE,pumpkin,ldp_parent_utts_udpipe,pumpkin,head,parent,6,85,10479
NA,10850600362,5,6,NA,pumpkin,head,head,NA,TRUE,pumpkin,ldp_parent_utts_udpipe,pumpkin,head,parent,6,85,10480
NA,10850600373,8,9,NA,pumpkin,head,head,NA,TRUE,pumpkin,ldp_parent_utts_udpipe,pumpkin,head,parent,6,85,10481
NA,10850600398,8,9,NA,pumpkin,head,head,NA,TRUE,pumpkin,ldp_parent_utts_udpipe,pumpkin,head,parent,6,85,10482
NA,10850601240,7,9,NA,fire,trucks,trucks,NA,FALSE,fire,ldp_parent_utts_udpipe,fire,truck,parent,6,85,10483
NA,10850601241,3,5,NA,fire,trucks,truck,NA,FALSE,fire,ldp_parent_utts_udpipe,fire,truck,parent,6,85,10484
NA,10850601286,8,10,NA,fire,hose,hose,NA,FALSE,fire,ldp_parent_utts_udpipe,fire,hose,parent,6,85,10485
NA,10850601287,7,9,NA,fire,hose,hose,NA,FALSE,fire,ldp_parent_utts_udpipe,fire,hose,parent,6,85,10486
NA,10850701490,6,7,NA,steam,engine,engine,NA,TRUE,steam,ldp_parent_utts_udpipe,steam,engin,parent,7,85,10487
NA,10850801637,5,6,NA,dinosaur,books,book,NA,TRUE,dinosaur,ldp_parent_utts_udpipe,dinosaur,book,parent,8,85,10488
NA,10850801643,10,11,NA,dinosaur,books,book,NA,TRUE,dinosaur,ldp_parent_utts_udpipe,dinosaur,book,parent,8,85,10489
NA,10850900147,4,5,NA,letter,blocks,block,NA,TRUE,letter,ldp_parent_utts_udpipe,letter,block,parent,9,85,10490
NA,10850900634,3,4,NA,letter,blocks,block,NA,TRUE,letter,ldp_parent_utts_udpipe,letter,block,parent,9,85,10491
NA,10850900665,8,9,NA,letter,blocks,block,NA,TRUE,letter,ldp_parent_utts_udpipe,letter,block,parent,9,85,10492
NA,10850900717,11,12,NA,letter,blocks,block,NA,TRUE,letter,ldp_parent_utts_udpipe,letter,block,parent,9,85,10493
NA,10850900751,5,6,NA,letter,blocks,block,NA,TRUE,letter,ldp_parent_utts_udpipe,letter,block,parent,9,85,10494
NA,10850900754,2,3,NA,letter,blocks,block,NA,TRUE,letter,ldp_parent_utts_udpipe,letter,block,parent,9,85,10495
NA,10851000011,12,13,NA,room,table,table,NA,TRUE,room,ldp_parent_utts_udpipe,room,tabl,parent,10,85,10496
NA,10851000052,6,7,NA,star,stickers,sticker,NA,TRUE,star,ldp_parent_utts_udpipe,star,sticker,parent,10,85,10497
NA,10851000768,4,5,NA,dinosaur,stickers,stickers,NA,TRUE,dinosaur,ldp_parent_utts_udpipe,dinosaur,sticker,parent,10,85,10498
NA,10851001201,5,7,NA,flower,day,day,NA,FALSE,flower,ldp_parent_utts_udpipe,flower,dai,parent,10,85,10499
NA,10851101356,2,3,NA,finger,hand,hand,NA,TRUE,finger,ldp_parent_utts_udpipe,finger,hand,parent,11,85,10500
NA,10851101387,9,10,NA,building,markers,marker,NA,TRUE,building,ldp_parent_utts_udpipe,build,marker,parent,11,85,10501
NA,10851200483,7,8,NA,curve,piece,piece,NA,TRUE,curve,ldp_parent_utts_udpipe,curv,piec,parent,12,85,10502
NA,10851200796,10,11,NA,candy,corn,corn,NA,TRUE,candy,ldp_parent_utts_udpipe,candi,corn,parent,12,85,10503
NA,10870100080,5,6,NA,toy,bag,bag,NA,TRUE,toy,ldp_parent_utts_udpipe,toi,bag,parent,1,87,10504
NA,10870500080,7,9,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,5,87,10505
NA,10870600255,8,10,NA,bath,room,room,NA,FALSE,bath,ldp_parent_utts_udpipe,bath,room,parent,6,87,10506
NA,10870900768,5,6,NA,troll,people,people,NA,TRUE,troll,ldp_parent_utts_udpipe,troll,peopl,parent,9,87,10507
NA,10870900770,5,6,NA,troll,people,people,NA,TRUE,troll,ldp_parent_utts_udpipe,troll,peopl,parent,9,87,10508
NA,10870900813,6,7,NA,lunch,boxes,box,NA,TRUE,lunch,ldp_parent_utts_udpipe,lunch,box,parent,9,87,10509
NA,10870900886,7,8,NA,dill,pickle,pickle,NA,TRUE,dill,ldp_parent_utts_udpipe,dill,pickl,parent,9,87,10510
NA,10870900937,3,4,NA,milk,shake,shake,NA,TRUE,milk,ldp_parent_utts_udpipe,milk,shake,parent,9,87,10511
NA,10871100238,12,13,NA,chicken,wings,wing,NA,TRUE,chicken,ldp_parent_utts_udpipe,chicken,wing,parent,11,87,10512
NA,10880100011,6,7,NA,ham,ball,ball,NA,TRUE,ham,ldp_parent_utts_udpipe,ham,ball,parent,1,88,10513
NA,10880100270,2,3,NA,nose,guy,guy,NA,TRUE,nose,ldp_parent_utts_udpipe,nose,gui,parent,1,88,10514
NA,10880100271,2,3,NA,nose,guy,guy,NA,TRUE,nose,ldp_parent_utts_udpipe,nose,gui,parent,1,88,10515
NA,10880100314,6,7,NA,baby,animals,animal,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,anim,parent,1,88,10516
NA,10880100315,4,5,NA,baby,rabbit,rabbit,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,rabbit,parent,1,88,10517
NA,10880100321,7,8,NA,baby,elephant,elephant,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,eleph,parent,1,88,10518
NA,10880100330,2,3,NA,baby,elephants,elephant,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,eleph,parent,1,88,10519
NA,10880100346,4,5,NA,velvety,calf,calf,NA,TRUE,velvety,ldp_parent_utts_udpipe,velveti,calf,parent,1,88,10520
NA,10880100352,2,3,NA,baby,gorilla,gorilla,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,gorilla,parent,1,88,10521
NA,10880100368,9,10,NA,baby,animals,animal,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,anim,parent,1,88,10522
NA,10880100598,5,7,NA,cow,boy,boy,NA,FALSE,cow,ldp_parent_utts_udpipe,cow,boi,parent,1,88,10523
NA,10880400396,7,8,NA,baby,boy,boy,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,boi,parent,4,88,10524
NA,10880400758,6,7,NA,sesame,head,head,NA,TRUE,sesame,ldp_parent_utts_udpipe,sesam,head,parent,4,88,10525
NA,10880600966,10,12,NA,teddy,bear,bear,NA,FALSE,teddy,ldp_parent_utts_udpipe,teddi,bear,parent,6,88,10526
NA,10880600969,6,8,NA,teddy,bear,bear,NA,FALSE,teddy,ldp_parent_utts_udpipe,teddi,bear,parent,6,88,10527
NA,10880601259,8,10,NA,ice,cream,cream,NA,FALSE,ice,ldp_parent_utts_udpipe,ic,cream,parent,6,88,10528
NA,10880601412,3,5,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,6,88,10529
NA,10880701181,6,7,NA,shovel,scoops,scoops,NA,TRUE,shovel,ldp_parent_utts_udpipe,shovel,scoop,parent,7,88,10530
NA,10880701183,13,14,NA,gravel,pile,pile,NA,TRUE,gravel,ldp_parent_utts_udpipe,gravel,pile,parent,7,88,10531
NA,10880701200,3,4,NA,dump,truck,truck,NA,TRUE,dump,ldp_parent_utts_udpipe,dump,truck,parent,7,88,10532
NA,10880701207,5,6,NA,ball,hangs,hang,NA,TRUE,ball,ldp_parent_utts_udpipe,ball,hang,parent,7,88,10533
NA,10880800298,4,5,NA,kiss,day,day,NA,TRUE,kiss,ldp_parent_utts_udpipe,kiss,dai,parent,8,88,10534
NA,10880800786,12,13,NA,train,track,track,NA,TRUE,train,ldp_parent_utts_udpipe,train,track,parent,8,88,10535
NA,10881100242,5,7,NA,tank,top,top,NA,FALSE,tank,ldp_parent_utts_udpipe,tank,top,parent,11,88,10536
NA,10881100286,2,4,NA,notch,piece,piece,NA,FALSE,notch,ldp_parent_utts_udpipe,notch,piec,parent,11,88,10537
NA,10881100629,12,14,NA,fish,tank,tank,NA,FALSE,fish,ldp_parent_utts_udpipe,fish,tank,parent,11,88,10538
NA,10881100848,6,7,NA,hail,storm,storm,NA,TRUE,hail,ldp_parent_utts_udpipe,hail,storm,parent,11,88,10539
NA,10890700310,9,10,NA,color,paper,paper,NA,TRUE,color,ldp_parent_utts_udpipe,color,paper,parent,7,89,10540
NA,10890800292,3,5,NA,tooth,paste,paste,NA,FALSE,tooth,ldp_parent_utts_udpipe,tooth,past,parent,8,89,10541
NA,10910100073,5,6,NA,holly,wreath,wreath,NA,TRUE,holly,ldp_parent_utts_udpipe,holli,wreath,parent,1,91,10542
NA,10910100331,5,6,NA,puzzle,pieces,piece,NA,TRUE,puzzle,ldp_parent_utts_udpipe,puzzl,piec,parent,1,91,10543
NA,10910101116,8,9,NA,honey,pot,pot,NA,TRUE,honey,ldp_parent_utts_udpipe,honei,pot,parent,1,91,10544
NA,10910101145,6,7,NA,orange,carrot,carrot,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,carrot,parent,1,91,10545
NA,10910201073,4,5,NA,bubble,bath,bath,NA,TRUE,bubble,ldp_parent_utts_udpipe,bubbl,bath,parent,2,91,10546
NA,10910300350,7,8,NA,baby,leaves,leave,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,leav,parent,3,91,10547
NA,10910300352,6,7,NA,baby,ones,one,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,on,parent,3,91,10548
NA,10910300387,6,7,NA,rain,shower,shower,NA,TRUE,rain,ldp_parent_utts_udpipe,rain,shower,parent,3,91,10549
NA,10910300873,7,8,NA,dog,sausages,sausage,NA,TRUE,dog,ldp_parent_utts_udpipe,dog,sausag,parent,3,91,10550
NA,10910301371,5,6,NA,bow,tie,tie,NA,TRUE,bow,ldp_parent_utts_udpipe,bow,tie,parent,3,91,10551
NA,10910500121,9,11,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,5,91,10552
NA,10910500632,5,6,NA,snowy,day,day,NA,TRUE,snowy,ldp_parent_utts_udpipe,snowi,dai,parent,5,91,10553
NA,10910501002,3,4,NA,cheese,bag,bag,NA,TRUE,cheese,ldp_parent_utts_udpipe,chees,bag,parent,5,91,10554
NA,10910600891,6,7,NA,camp,tray,tray,NA,TRUE,camp,ldp_parent_utts_udpipe,camp,trai,parent,6,91,10555
NA,10910700185,5,6,NA,drummer,boy,boy,NA,TRUE,drummer,ldp_parent_utts_udpipe,drummer,boi,parent,7,91,10556
NA,10910700293,13,14,NA,candy,machine,machine,NA,TRUE,candy,ldp_parent_utts_udpipe,candi,machin,parent,7,91,10557
NA,10910700448,2,3,NA,salad,tape,tape,NA,TRUE,salad,ldp_parent_utts_udpipe,salad,tape,parent,7,91,10558
NA,10910701042,9,10,NA,corn,fan,fan,NA,TRUE,corn,ldp_parent_utts_udpipe,corn,fan,parent,7,91,10559
NA,10910701727,6,7,NA,video,camera,camera,NA,TRUE,video,ldp_parent_utts_udpipe,video,camera,parent,7,91,10560
NA,10920100476,2,4,NA,dish,washer,washer,NA,FALSE,dish,ldp_parent_utts_udpipe,dish,washer,parent,1,92,10561
NA,10920200350,6,8,NA,water,melon,melon,NA,FALSE,water,ldp_parent_utts_udpipe,water,melon,parent,2,92,10562
NA,10920201285,6,7,NA,rabbit,hole,hole,NA,TRUE,rabbit,ldp_parent_utts_udpipe,rabbit,hole,parent,2,92,10563
NA,10920300058,1,2,NA,mommy,wheels,wheel,NA,TRUE,mommy,ldp_parent_utts_udpipe,mommi,wheel,parent,3,92,10564
NA,10920300305,6,8,NA,water,melon,melon,NA,FALSE,water,ldp_parent_utts_udpipe,water,melon,parent,3,92,10565
NA,10920300677,5,6,NA,baby,elephant,elephant,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,eleph,parent,3,92,10566
NA,10920300704,2,3,NA,baby,elephant,elephant,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,eleph,parent,3,92,10567
NA,10920300720,1,5,NA,night,elephant,elephant,NA,FALSE,night,ldp_parent_utts_udpipe,night,eleph,parent,3,92,10568
NA,10920300720,3,5,NA,night,elephant,elephant,NA,FALSE,night,ldp_parent_utts_udpipe,night,eleph,parent,3,92,10569
NA,10920301173,2,3,NA,throw,crayons,crayon,NA,TRUE,throw,ldp_parent_utts_udpipe,throw,crayon,parent,3,92,10570
NA,10920400129,3,4,NA,circus,train,train,NA,TRUE,circus,ldp_parent_utts_udpipe,circu,train,parent,4,92,10571
NA,10920401359,2,4,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,4,92,10572
NA,10920401537,2,3,NA,daddy,cow,cow,NA,TRUE,daddy,ldp_parent_utts_udpipe,daddi,cow,parent,4,92,10573
NA,10920402013,6,7,NA,milk,jugs,jug,NA,TRUE,milk,ldp_parent_utts_udpipe,milk,jug,parent,4,92,10574
NA,10920402048,5,6,NA,garbage,truck,truck,NA,TRUE,garbage,ldp_parent_utts_udpipe,garbag,truck,parent,4,92,10575
NA,10920500001,7,8,NA,tv,retailer,retailer,NA,TRUE,tv,ldp_parent_utts_udpipe,tv,retail,parent,5,92,10576
NA,10920500017,6,7,NA,bath,toys,toy,NA,TRUE,bath,ldp_parent_utts_udpipe,bath,toi,parent,5,92,10577
NA,10920500028,8,10,NA,bath,colors,color,NA,FALSE,bath,ldp_parent_utts_udpipe,bath,color,parent,5,92,10578
NA,10920501697,7,8,NA,letter,puzzle,puzzle,NA,TRUE,letter,ldp_parent_utts_udpipe,letter,puzzl,parent,5,92,10579
NA,10920502571,9,10,NA,sea,urchins,urchin,NA,TRUE,sea,ldp_parent_utts_udpipe,sea,urchin,parent,5,92,10580
NA,10920600030,3,6,NA,birth,cake,cake,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,cake,parent,6,92,10581
NA,10920600055,4,6,NA,birth,day,day,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,dai,parent,6,92,10582
NA,10920600100,7,10,NA,birth,cake,cake,NA,FALSE,birth,ldp_parent_utts_udpipe,birth,cake,parent,6,92,10583
NA,10920601411,7,8,NA,steam,spot,spot,NA,TRUE,steam,ldp_parent_utts_udpipe,steam,spot,parent,6,92,10584
NA,10920601903,3,4,NA,kitty,cat,cat,NA,TRUE,kitty,ldp_parent_utts_udpipe,kitti,cat,parent,6,92,10585
NA,10920602267,6,7,NA,cherry,popsicle,popsicle,NA,TRUE,cherry,ldp_parent_utts_udpipe,cherri,popsicl,parent,6,92,10586
NA,10920602517,3,4,NA,pretzel,stick,stick,NA,TRUE,pretzel,ldp_parent_utts_udpipe,pretzel,stick,parent,6,92,10587
NA,10920602659,3,4,NA,baby,raccoon,raccoon,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,raccoon,parent,6,92,10588
NA,10920700143,12,13,NA,truck,pieces,piece,NA,TRUE,truck,ldp_parent_utts_udpipe,truck,piec,parent,7,92,10589
NA,10920700383,7,8,NA,circle,pieces,piece,NA,TRUE,circle,ldp_parent_utts_udpipe,circl,piec,parent,7,92,10590
NA,10920700405,5,6,NA,gold,sky,sky,NA,TRUE,gold,ldp_parent_utts_udpipe,gold,sky,parent,7,92,10591
NA,10920700406,4,5,NA,sunset,sky,sky,NA,TRUE,sunset,ldp_parent_utts_udpipe,sunset,sky,parent,7,92,10592
NA,10920700571,8,9,NA,diamond,pieces,piece,NA,TRUE,diamond,ldp_parent_utts_udpipe,diamond,piec,parent,7,92,10593
NA,10920700851,5,6,NA,puzzle,maker,maker,NA,TRUE,puzzle,ldp_parent_utts_udpipe,puzzl,maker,parent,7,92,10594
NA,10920700869,12,13,NA,circle,puzzle,puzzle,NA,TRUE,circle,ldp_parent_utts_udpipe,circl,puzzl,parent,7,92,10595
NA,10920701861,12,13,NA,tree,farm,farm,NA,TRUE,tree,ldp_parent_utts_udpipe,tree,farm,parent,7,92,10596
NA,10920702183,5,6,NA,whale,piece,piece,NA,TRUE,whale,ldp_parent_utts_udpipe,whale,piec,parent,7,92,10597
NA,10920702221,3,4,NA,hand,corner,corner,NA,TRUE,hand,ldp_parent_utts_udpipe,hand,corner,parent,7,92,10598
NA,10920702256,2,3,NA,air,balloons,balloon,NA,TRUE,air,ldp_parent_utts_udpipe,air,balloon,parent,7,92,10599
NA,10920702351,7,8,NA,air,balloon,balloon,NA,TRUE,air,ldp_parent_utts_udpipe,air,balloon,parent,7,92,10600
NA,10920800051,3,4,NA,explorer,guy,guy,NA,TRUE,explorer,ldp_parent_utts_udpipe,explor,gui,parent,8,92,10601
NA,10920800199,3,4,NA,night,bear,bear,NA,TRUE,night,ldp_parent_utts_udpipe,night,bear,parent,8,92,10602
NA,10920800868,5,6,NA,guy,robot,robot,NA,TRUE,guy,ldp_parent_utts_udpipe,gui,robot,parent,8,92,10603
NA,10920801370,10,11,NA,kick,people,people,NA,TRUE,kick,ldp_parent_utts_udpipe,kick,peopl,parent,8,92,10604
NA,10920801489,3,5,NA,tree,house,house,NA,FALSE,tree,ldp_parent_utts_udpipe,tree,hous,parent,8,92,10605
NA,10920801534,7,8,NA,diving,board,board,NA,TRUE,diving,ldp_parent_utts_udpipe,dive,board,parent,8,92,10606
NA,10920900239,7,8,NA,paper,cups,cup,NA,TRUE,paper,ldp_parent_utts_udpipe,paper,cup,parent,9,92,10607
NA,10920900308,8,9,NA,telephone,cord,cord,NA,TRUE,telephone,ldp_parent_utts_udpipe,telephon,cord,parent,9,92,10608
NA,10920900356,6,7,NA,phone,line,line,NA,TRUE,phone,ldp_parent_utts_udpipe,phone,line,parent,9,92,10609
NA,10920902506,7,8,NA,color,stripes,stripe,NA,TRUE,color,ldp_parent_utts_udpipe,color,stripe,parent,9,92,10610
