adjective,noun,article,adj_article,gpt3_judgment
silver,packet,a,a,Never
bear,cub,a,a,Almost always
broken,tv,a,a,Rarely
poison,apple,an,a,Never
stroller,baby,a,a,Almost always
solid,path,a,a,Almost always
top,penthouse,a,a,Almost always
red,planet,a,a,Rarely
cookie,day,a,a,Rarely
noodle,soup,,,Sometimes
television,actress,an,a,Often
solid,line,a,a,Almost always
baby,raccoon,a,a,Sometimes
frame,chip,a,a,Rarely
bright,punch,a,a,Rarely
yellow,saddle,a,a,Rarely
mommy,doggie,a,a,Rarely
cinnamon,roll,a,a,Often
foot,ball,a,a,Almost always
puzzle,maker,a,a,Sometimes
purple,teddy,a,a,Rarely
room,slipper,a,a,Often
wood,cylinder,a,a,Rarely
pink,scooter,a,a,Rarely
manual,gear,a,a,Often
concrete,floor,a,a,Often
yellow,mouth,a,a,Never
plant,debris,,,Rarely.
shield,brooch,a,a,Rarely
outside,soccer,,,Often
upstairs,sleeping,,,Almost always.
ladybug,toy,a,a,Sometimes
tonic,glass,a,a,Rarely
fish,pie,a,a,Never
purple,bug,a,a,Rarely
red,jacket,a,a,Often
flower,piece,a,a,Sometimes
tissue,paper,a,a,Rarely
city,mouse,a,a,Rarely
dark,shadow,a,a,Almost always
green,toy,a,a,Sometimes
wet,bucket,a,a,Often
sister,game,a,a,Rarely
bottom,hair,,,Rarely.
frog,book,a,a,Never
juicy,worm,a,a,Never
diving,dummy,a,a,Never
purple,flag,a,a,Rarely
snow,tiger,a,a,Rarely
dark,tunnel,a,a,Often
umbrella,tree,a,an,Rarely
fuzzy,bone,a,a,Never
glass,slipper,a,a,Never
dinosaur,hunter,a,a,Never
shop,book,a,a,Rarely
sister,church,a,a,Rarely
color,block,a,a,Often
baby,person,a,a,Never
dark,chap,a,a,Rarely
green,bone,a,a,Never
ocean,world,a,an,Rarely
wet,man,a,a,Never
purple,guy,a,a,Never
broken,pen,a,a,Rarely.
solid,hedge,a,a,Almost always
green,bag,a,a,Sometimes
fish,hook,a,a,Often
yellow,glasses,,,Rarely
sea,horse,a,a,Never
wooden,table,a,a,Often
yellow,sheet,a,a,Rarely
jet,engine,an,a,Almost always
night,star,a,a,Often
color,grey,,,Always
country,lane,a,a,Sometimes
orange,rock,a,an,Rarely
bank,account,an,a,Almost always
train,table,a,a,Never
dead,dad,a,a,Never
group,secretary,a,a,Sometimes
basket,game,a,a,Sometimes
yellow,girl,a,a,Never
mucus,sack,a,a,Never
dirty,tank,a,a,Rarely.
brown,bag,a,a,Sometimes
marble,hearth,a,a,Rarely
box,cooler,a,a,Almost always
movie,puppet,a,a,Sometimes
cigarette,smoke,,,Never
dinosaur,leg,a,a,Never
green,glove,a,a,Rarely
baby,nose,a,a,Sometimes
dead,battery,a,a,Never.
car,mat,a,a,Rarely
dead,ant,an,a,Never
lemon,chicken,a,a,Rarely
giant,bomb,a,a,Never
round,cracker,a,a,Often
brown,person,a,a,Almost always.
library,ticket,a,a,Rarely
lobster,pot,a,a,Rarely
brown,writing,,,Never
round,scissors,,,Never
red,tape,a,a,Rarely
bunny,ear,an,a,Never
baby,rabbit,a,a,Often
school,report,a,a,Often
red,puck,a,a,Never
green,uniform,a,a,Often
top,line,a,a,Almost always.
wax,coat,a,a,Sometimes
rocky,truck,a,a,Rarely
yellow,hand,a,a,Never
giant,caterpillar,a,a,Never
brown,belt,a,a,Often
baby,giraffe,a,a,Often
animal,puzzle,a,an,Sometimes
plant,food,,,Often
gym,teacher,a,a,Often
pink,boot,a,a,Rarely
bike,riding,,,Often
bath,toy,a,a,Sometimes
money,broker,a,a,Often
round,mark,a,a,Almost Always
knuckle,head,a,a,Never
crusty,loaf,a,a,Often
video,store,a,a,Rarely
toilet,seat,a,a,Almost always
sweet,girl,a,a,Often
toe,soup,,,Never
icy,drink,a,an,Sometimes
tooth,brush,a,a,Almost always
diamond,piece,a,a,Almost always
dirty,key,a,a,Rarely
purple,cocoon,a,a,Rarely
princess,sticker,a,a,Often
purple,coat,a,a,Rarely
gum,tree,a,a,Often
top,prize,a,a,Almost always
lunch,break,a,a,Often
giant,cloud,a,a,Sometimes
planet,earth,,,Always
fire,hose,a,a,Almost always.
fat,chap,a,a,Sometimes
mother,pig,a,a,Often
red,pants,,,Rarely
purple,button,a,a,Rarely
baby,gorilla,a,a,Almost always
sleeping,dolphin,a,a,Rarely.
solid,bronze,,,Almost always
scrap,paper,a,a,Rarely
girl,bike,a,a,Sometimes
bean,plant,a,a,Sometimes
purple,wing,a,a,Rarely
sweet,heart,a,a,Never
farmer,market,a,a,Often
dirty,truck,a,a,Sometimes.
brown,marker,a,a,Often
painting,shirt,a,a,Rarely
flat,table,a,a,Almost always.
boiling,pot,a,a,Almost always.
colored,dot,a,a,Almost always
yellow,rubber,,,Rarely.
red,boat,a,a,Rarely
standing,penguin,a,a,Rarely
cat,hair,,,Rarely
roof,rack,a,a,Often
bean,sprout,a,a,Often
whale,song,a,a,Rarely
red,turtle,a,a,Rarely
red,penguin,a,a,Never
parmesan,cheese,,,Often
hill,top,a,a,Sometimes
cottage,cheese,,,Sometimes
dark,rock,a,a,Sometimes
round,corner,a,a,Rarely
cake,baby,a,a,Never
yellow,outfit,an,a,Sometimes
shave,rash,a,a,Sometimes
scrap,heap,a,a,Rarely
air,push,a,an,Rarely
girl,hair,,,Sometimes
shoe,polish,,,Almost always.
red,whale,a,a,Never
sweet,pie,a,a,Almost always.
bald,boy,a,a,Rarely
stone,coating,a,a,Rarely
truck,mom,a,a,Often
orange,kitten,a,an,Often
giant,head,a,a,Rarely
daddy,horse,a,a,Never
roller,coaster,a,a,Almost Always
frozen,room,a,a,Never
gold,dust,,,Never
pink,carpet,a,a,Rarely
juicy,pineapple,a,a,Almost always.
red,book,a,a,Never
wooden,piece,a,a,Often
water,bucket,a,a,Often
night,bird,a,a,Rarely.
tap,dance,a,a,Often
bread,crust,a,a,Almost always.
floor,archway,an,a,Rarely
shark,game,a,a,Rarely
hot,radiator,a,a,Almost always
boy,baby,a,a,Almost always
paper,towel,a,a,Almost always
stage,spot,a,a,Sometimes
bible,book,a,a,Almost always.
purple,handle,a,a,Rarely
star,red,,,Almost always.
green,snake,a,a,Often
purple,train,a,a,Rarely
beetle,game,a,a,Rarely.
garden,tree,a,a,Sometimes
thick,soup,,,Often
river,shack,a,a,Rarely
red,machine,a,a,Never
stomach,bug,a,a,Rarely
strawberry,cookie,a,a,Rarely
pink,fur,,,Never
color,purple,,,Always
meal,guy,a,a,Rarely
orange,truck,a,an,Rarely.
tin,can,a,a,Almost Always
daddy,lion,a,a,Almost always
sweet,guy,a,a,Often
rocket,ship,a,a,Never
copper,dagger,a,a,Rarely
brick,wall,a,a,Often
camp,fire,a,a,Often
purple,water,,,Never
air,conditioner,,,Never
throw,ball,a,a,Often
ham,ball,a,a,Never
red,railing,a,a,Rarely
solid,color,a,a,Almost always
bulletin,board,a,a,Often
yellow,metal,,,Rarely
wood,basket,a,a,Sometimes
grey,clay,,,Sometimes
dirty,mitt,a,a,Rarely
glass,door,a,a,Rarely
green,cup,a,a,Rarely.
mommy,movie,a,a,Sometimes
orange,ear,an,an,Never
orange,piece,a,an,Rarely.
human,race,a,a,Almost Always
baseball,bat,a,a,Almost always
hot,grease,,,Rarely
grill,cheese,,,Often
golf,ball,a,a,Almost always
water,plant,a,a,Often
yellow,hose,a,a,Rarely
string,bean,a,a,Often
cow,manure,,,Almost always
swim,trunk,a,a,Rarely
bleeding,phone,a,a,Never
gum,flavor,a,a,Often
giant,yogurt,,,Rarely
heart,sweet,a,a,Often
roll,shot,a,a,Sometimes
blueberry,juice,,,Rarely
green,grass,,,Almost always.
slope,testing,a,a,Rarely
wrestling,guy,a,a,Sometimes
squirt,gun,a,a,Never
smoke,alarm,an,a,Often
phone,box,a,a,Never
stock,room,a,a,Sometimes
bamboo,shoot,a,a,Rarely
red,hat,a,a,Sometimes
hippopotamus,face,a,a,Never
yellow,moon,a,a,Rarely
hand,print,a,a,Rarely
snow,flake,a,a,Almost always
hot,cookie,a,a,Never
pterodactyl,leg,a,a,Never
derby,girl,a,a,Sometimes
baby,beluga,a,a,Never
fence,post,a,a,Almost always
pink,bag,a,a,Sometimes
purple,shirt,a,a,Often
calendar,book,a,a,Rarely.
juicy,fruit,a,a,Often
gold,key,a,a,Rarely
purple,girl,a,a,Rarely
till,receipt,a,a,Almost always
back,fence,a,a,Often
green,frog,a,a,Almost always
kid,person,a,a,Often
sweet,mama,a,a,Almost always
rain,day,a,a,Sometimes
baby,platypus,a,a,Rarely
green,mat,a,a,Sometimes
spa,camera,a,a,Never
piggy,ride,a,a,Rarely
poker,game,a,a,Sometimes
box,tape,a,a,Never
ballet,skirt,a,a,Rarely
plastic,bag,a,a,Often
green,water,,,Never
orange,fish,a,an,Often
onion,stuffing,,,Sometimes
bow,honey,,,Almost always
water,ride,a,a,Sometimes
stuffed,crocodile,a,a,Never
purple,pony,a,a,Rarely.
orange,lip,a,an,Rarely
bear,eye,an,a,Never
yellow,duck,a,a,Often
pumpkin,bread,,,Rarely
locked,gate,a,a,Often
green,plate,a,a,Rarely
pink,balloon,a,a,Often
flaming,desk,a,a,Never
sheet,pan,a,a,Often
yellow,milk,,,Never
boat,person,a,a,Never
candy,apple,an,a,Never
purple,juice,,,Rarely
wire,hair,,,Rarely.
chest,paddling,a,a,Rarely
day,person,a,a,Sometimes
red,dinosaur,a,a,Rarely
brown,oatmeal,,,Often
dark,picture,a,a,Sometimes
glue,stick,a,a,Rarely
boy,doctor,a,a,Almost always
dark,rabbit,a,a,Sometimes
dragon,bear,a,a,Never
bear,track,a,a,Rarely
hot,desert,a,a,Almost always
brown,ribbon,a,a,Sometimes.
dirty,suit,a,a,Rarely
door,frame,a,a,Almost always
pink,fan,a,a,Rarely
parent,girl,a,a,Often
hen,egg,an,a,Almost always
bear,head,a,a,Rarely
pumpkin,muffin,a,a,Sometimes
plastic,sack,a,a,Often
soapy,water,,,Never
pink,makeup,,,Sometimes
turtle,purple,,,Rarely
plastic,grid,a,a,Rarely
pearl,ribbon,a,a,Rarely
wooden,side,a,a,Sometimes
apple,cinnamon,,,Rarely
piggy,toe,a,a,Never
swamp,land,,,Sometimes
bathroom,suite,a,a,Almost always
dirty,tractor,a,a,Often
thick,tights,,,Often
red,sun,,,Never
red,crab,a,a,Often
dirty,mess,a,a,Often
baby,chick,a,a,Almost always
fridge,door,a,a,Never
doggy,food,,,Never
brown,beard,a,a,Often
purple,bear,a,a,Never
giant,creature,a,a,Almost always
yellow,octagon,an,a,Rarely
dark,mulch,,,Often
green,light,a,a,Sometimes
church,warden,a,a,Rarely
varnish,stain,a,a,Rarely
square,pretzel,a,a,Rarely
red,ruby,a,a,Almost always
solid,food,,,Often
hot,pipe,a,a,Never
green,balloon,a,a,Sometimes
muffin,pan,a,a,Often
orange,green,,,Never
milk,pint,a,a,Almost always
bathroom,ceiling,a,a,Almost always
ear,drum,a,an,Never
thick,cheese,,,Often
mud,pool,a,a,Rarely
orange,peel,a,an,Almost always
red,bell,a,a,Rarely.
red,eye,an,a,Never
purple,robe,a,a,Sometimes
snare,drum,a,a,Often
riding,horse,a,a,Often
bunny,costume,a,a,Often
baby,voice,a,a,Rarely
steam,engine,an,a,Rarely
purple,corner,a,a,Rarely
saucepan,lid,a,a,Almost always.
pink,slipper,a,a,Rarely
brown,wing,a,a,Sometimes
fence,door,a,a,Rarely
red,bridge,a,a,Rarely
orange,carrot,a,an,Almost always
car,engine,an,a,Almost always.
wet,wipe,a,a,Often
fish,meal,a,a,Sometimes
yellow,marble,a,a,Sometimes
blood,vessel,a,a,Often
marble,painting,a,a,Rarely
yellow,mustache,a,a,Rarely
linen,closet,a,a,Often
sticker,book,a,a,Rarely
red,clock,a,a,Rarely.
candy,man,a,a,Rarely
window,sill,a,a,Often
mulberry,bush,a,a,Rarely
blueberry,tea,,,Rarely
green,square,a,a,Sometimes
scavenger,hunt,a,a,Often
green,tube,a,a,Rarely
gulf,stream,a,a,Rarely
green,tummy,a,a,Never
blood,check,a,a,Rarely
dirty,town,a,a,Rarely
baby,bubble,a,a,Never
outside,basket,a,an,Rarely
bed,explorer,an,a,Rarely.
telephone,point,a,a,Never
wood,worm,a,a,Rarely
finger,nail,a,a,Almost always
gas,cooking,,,Often
car,green,,,Often
baby,stick,a,a,Rarely.
potty,book,a,a,Never
brown,lettuce,,,Never
fish,dad,a,a,Rarely
country,music,,,Sometimes
fire,hydrant,a,a,Almost always
sea,baby,a,a,Never
toy,tub,a,a,Never
colored,worm,a,a,Rarely
purple,ball,a,a,Rarely
mitten,back,a,a,Rarely
cookie,crumb,a,a,Often
plastic,fork,a,a,Often
passenger,train,a,a,Almost always
giant,cat,a,a,Rarely
survey,photograph,a,a,Rarely
purple,wrapper,a,a,Rarely
slam,dunk,a,a,Almost always
pirate,ship,a,a,Rarely
green,straw,a,a,Rarely
giant,squid,a,a,Rarely.
bald,guy,a,a,About half the time.
tomato,sauce,,,Often
pink,sweater,a,a,Sometimes
orange,bean,a,an,Rarely
sleigh,bell,a,a,Rarely
green,key,a,a,Rarely
brown,crayon,a,a,Almost always.
outside,window,a,an,Often
red,pole,a,a,Never
red,rose,a,a,Almost always
yellow,dress,a,a,Sometimes
liver,oil,,,Rarely
surf,board,a,a,Almost Always
dirty,ground,,,Sometimes
purple,moon,a,a,Rarely
swim,dolphin,a,a,Almost always
green,rain,,,Never
baby,body,a,a,Almost Always
orange,baby,a,an,Never
cheese,packet,a,a,Never
velvety,calf,a,a,Never
egg,bread,,,Rarely.
salmon,sandwich,a,a,Sometimes
chocolate,log,a,a,Never
ballroom,dancing,,,Sometimes
pine,needle,a,a,Rarely
eye,shadow,a,an,Rarely
purple,plant,a,a,Sometimes
wheat,cracker,a,a,Often
transporter,company,a,a,Sometimes
green,candle,a,a,Rarely
green,sugar,,,Never
brick,piece,a,a,Almost always
purple,spoon,a,a,Rarely
red,letter,a,a,Rarely
bowling,pin,a,a,Almost Always
military,person,a,a,Sometimes
bank,card,a,a,Often
green,shoe,a,a,Rarely
hedge,shears,,,Often
square,balloon,a,a,Rarely
spiral,nail,a,a,Rarely
spaghetti,porridge,,,Never
jump,jockey,a,a,Rarely
yellow,bar,a,a,Rarely
garage,key,a,a,Often
sand,swell,a,a,Rarely
water,gun,a,a,Never
sewer,line,a,a,Rarely.
boy,swing,a,a,Sometimes
butter,cup,a,a,Never
green,tooth,a,a,Never
sugar,oatmeal,,,Rarely.
yellow,boat,a,a,Sometimes
red,suit,a,a,Rarely
ocean,ship,a,an,Almost always
sugar,man,a,a,Rarely
purple,duck,a,a,Rarely
milk,pitcher,a,a,Rarely
onion,skin,,,Never
cake,stall,a,a,Rarely
fat,kiss,a,a,Sometimes
worm,bin,a,a,Rarely
wet,clothes,,,Sometimes
trash,game,a,a,Rarely
green,daddy,a,a,Never
purple,marker,a,a,Sometimes
police,station,a,a,Often
pig,roll,a,a,Never
metal,clip,a,a,Often
baby,step,a,a,Sometimes
music,room,a,a,Sometimes
night,air,,,Never
red,petal,a,a,Often
nanny,training,a,a,Sometimes.
pink,cloud,a,a,Rarely
plastic,spoon,a,a,Often
fat,lump,a,a,Rarely
baby,picture,a,a,Sometimes
daddy,company,a,a,Never
yellow,cow,a,a,Rarely
red,grey,,,Never
bottom,bar,a,a,Almost always.
tree,bark,a,a,Almost always.
yellow,bag,a,a,Sometimes
flat,pumpkin,a,a,Rarely
college,building,a,a,Sometimes
locomotive,car,a,a,Never
gold,dragon,a,a,Rarely
chocolate,milk,,,Rarely
bald,baby,a,a,Often
rugby,player,a,a,Often
card,game,a,a,Sometimes
laser,beam,a,a,Almost always
lead,boot,a,a,Rarely
battle,field,a,a,Rarely.
yellow,button,a,a,Sometimes
water,test,a,a,Never
broken,neck,a,a,Never
tea,towel,a,a,Sometimes
pirate,guy,a,a,Rarely
bright,sun,,,Almost always
pet,shop,a,a,Often
green,bead,a,a,Sometimes
kid,movie,a,a,Often
dead,flower,a,a,Never
yellow,bed,a,a,Rarely
pest,attack,an,a,Rarely.
sirloin,steak,a,a,Often
burnt,toasted,,,Often
icy,road,a,an,Rarely.
comforter,cover,a,a,Often
curtain,rail,a,a,Rarely
water,feed,,,Rarely
square,paper,a,a,Never
foot,hole,a,a,Never
computer,man,a,a,Sometimes
thyroid,infection,an,a,Rarely.
green,helmet,a,a,Sometimes
purple,head,a,a,Never
purple,wheel,a,a,Never
hammer,head,a,a,Never
green,stem,a,a,Sometimes
green,star,a,a,Rarely.
soapy,bubble,a,a,Almost Always
top,card,a,a,Almost always
orange,skin,,,Never
cargo,ship,a,a,Often
pink,piece,a,a,Rarely.
baby,jaguar,a,a,Rarely.
food,picture,a,a,Often
garden,door,a,a,Rarely
brown,bottom,a,a,Sometimes
pony,home,a,a,Never
dragon,picture,a,a,Sometimes
red,mouth,a,a,Sometimes
chicken,prawn,a,a,Never
baby,duck,a,a,Often
plastic,duck,a,a,Rarely
blueberry,bar,a,a,Never
juicy,bite,a,a,Often
fat,cookie,a,a,Often
wet,sand,,,Sometimes
bath,drain,a,a,Almost always
yellow,card,a,a,Rarely
green,creature,a,a,Rarely.
draw,pile,a,a,Never
pipe,band,a,a,Rarely
outside,toilet,a,an,Rarely
yellow,block,a,a,Sometimes
green,boxcar,a,a,Rarely
blob,cookie,a,a,Often
back,chair,a,a,Often
back,wall,a,a,Almost always
pizza,crust,a,a,Almost always.
giant,circle,a,a,Almost always
chocolate,fry,a,a,Never
boy,tiger,a,a,Almost Always
piano,bench,a,a,Rarely
giant,baby,a,a,Never
hot,coal,a,a,Almost always
tub,toy,a,a,Often
pink,box,a,a,Rarely
kid,slide,a,a,Often
outside,kitty,a,an,Rarely
water,tap,a,a,Almost always
asteroid,belt,a,an,Never
baby,swing,a,a,Often
glass,jar,a,a,Often
yellow,hat,a,a,Sometimes
green,button,a,a,Often
dark,night,a,a,Almost always.
yellow,house,a,a,Sometimes
puzzle,box,a,a,Rarely
naked,bear,a,a,Never
egg,salad,a,an,Rarely
red,fan,a,a,Rarely
green,dragon,a,a,Often
slim,girl,a,a,Sometimes
outdoor,art,,,Sometimes
green,boat,a,a,Rarely
orange,scissors,,,Rarely
wooden,chair,a,a,Often
blonde,one,a,a,Rarely.
head,piece,a,a,Sometimes
cherry,pie,a,a,Often
cathedral,window,a,a,Rarely
blond,hair,,,Sometimes
lunch,bag,a,a,Sometimes
elephant,grey,,,Often
purple,pot,a,a,Rarely
brown,page,a,a,Never
hot,sauce,,,Sometimes
stick,person,a,a,Never
mince,pie,a,a,Often
yellow,color,a,a,Almost always
colored,water,,,Never
film,wrap,a,a,Often
corn,movie,a,a,Rarely
grey,dog,a,a,Often
truck,book,a,a,Never
girl,teacher,a,a,Often
broken,toy,a,a,Rarely
orange,cracker,a,an,Never
brown,lid,a,a,Sometimes
orange,mango,a,an,Rarely
water,park,a,a,Rarely
yellow,pot,a,a,Sometimes
shadow,puppet,a,a,Rarely
brick,fire,,,Rarely
willow,tree,a,a,Sometimes
trash,man,a,a,Sometimes
apple,skin,,,Never
top,window,a,a,Sometimes
farm,puzzle,a,a,Sometimes
karate,suit,a,a,Never
green,broccoli,,,Almost always
orange,slice,a,an,Rarely
pink,piggy,a,a,Often
dinosaur,bone,a,a,Rarely
milk,cow,a,a,Often
clock,book,a,a,Never
pink,marker,a,a,Rarely
oatmeal,bath,a,an,Rarely
racing,car,a,a,Rarely
red,tower,a,a,Rarely
yellow,truck,a,a,Sometimes
red,tail,a,a,Rarely
blowing,nose,a,a,Almost always
princess,tea,,,Rarely
upstairs,brush,a,an,Rarely
north,wind,,,Rarely.
bottom,floor,a,a,Almost always.
slide,watch,a,a,Rarely
train,money,,,Never
soap,juice,,,Never
red,boy,a,a,Never
karate,ballerina,a,a,Rarely
steering,wheel,a,a,Almost always.
pineapple,juice,,,Sometimes
honey,marmalade,,,Often
hot,sun,,,Almost always
color,stripe,a,a,Often
orange,marmalade,,,Almost always
upstairs,flat,a,an,Rarely
snow,pants,,,Rarely
engine,driver,a,an,Rarely
eye,witness,a,an,Often
thick,point,a,a,Never
green,booger,a,a,Never
picnic,bench,a,a,Often
yellow,carrot,a,a,Rarely
orange,flower,a,an,Sometimes
diamond,ring,a,a,Almost always
chocolate,bar,a,a,Almost always
vegetable,soup,,,Often
sunflower,seed,a,a,Often
snack,bar,a,a,Sometimes
dogs,face,a,a,Never
yellow,broom,a,a,Rarely
glass,light,a,a,Sometimes
freezing,water,,,Almost always.
brown,dog,a,a,Often
orange,squid,a,an,Rarely
country,road,a,a,Sometimes
pocket,money,,,Often
wet,wash,a,a,Almost always
purple,camera,a,a,Rarely
red,ribbon,a,a,Often
colored,glue,,,Rarely
hot,tea,,,Often
pink,frosting,,,Sometimes
night,school,a,a,Rarely
giant,meteorite,a,a,Rarely
pink,pony,a,a,Often
upstairs,bed,a,an,Rarely
dinosaur,picture,a,a,Rarely
sun,rise,a,a,Almost always
wet,towel,a,a,Often
dirty,table,a,a,Sometimes
kid,bike,a,a,Often
river,fishing,,,Sometimes
downstairs,loo,a,a,Rarely
dirty,pavement,,,Sometimes
apple,tree,a,an,Sometimes
icy,ring,a,an,Rarely
hot,rod,a,a,Never
brown,wig,a,a,Sometimes
red,sauce,,,Often
broken,bone,a,a,Rarely
pink,bank,a,a,Rarely
flat,knife,a,a,Sometimes
green,rectangle,a,a,Sometimes
fat,child,a,a,Sometimes.
round,hand,a,a,Almost always
couple,stair,a,a,Almost Always
bottom,cover,a,a,Almost always
glitter,glue,,,Rarely
bubble,wrap,a,a,Rarely
flower,plate,a,a,Rarely
scrap,yard,a,a,Rarely
hair,cut,a,a,Often
football,teacher,a,a,Sometimes
duffel,coat,a,a,Sometimes
dirty,box,a,a,Rarely.
dirty,movie,a,a,Never
daddy,chin,a,a,Never
candy,gum,a,a,Almost always
bus,driver,a,a,Often
green,land,,,Sometimes
dirty,vent,a,a,Rarely
pub,window,a,a,Rarely
green,car,a,a,Sometimes
cut,piece,a,a,Often
yellow,queen,a,a,Rarely
hot,wing,a,a,Often
wooden,animal,an,a,Never
mommy,bird,a,a,Often
brown,suit,a,a,Rarely
baby,chicken,a,a,Almost always
body,wash,a,a,Sometimes
orange,sword,a,an,Rarely
yellow,shoe,a,a,Rarely
orange,tree,a,an,Rarely
back,page,a,a,Rarely.
taxi,man,a,a,Sometimes
yellow,row,a,a,Rarely
bacon,casserole,a,a,Rarely
green,knight,a,a,Rarely
ginger,ale,an,a,Sometimes
yellow,wedge,a,a,Rarely
toy,box,a,a,Often
song,sheet,a,a,Rarely.
pelican,crossing,a,a,Often
hot,juice,,,Rarely
doll,dress,a,a,Rarely
yellow,pig,a,a,Rarely
hot,cross,a,a,Rarely.
flower,pan,a,a,Rarely
dog,joint,a,a,Never
poop,factory,a,a,Never
flower,room,a,a,Rarely
bear,shoe,a,a,Never
diamond,rock,a,a,Rarely
blond,captain,a,a,Rarely
header,tank,a,a,Never
color,knight,a,a,Rarely
dad,hand,a,a,Never
ice,truck,a,an,Rarely
water,bottle,a,a,Almost always.
yellow,fire,,,Almost always
step,mother,a,a,Sometimes
bright,feather,a,a,Rarely
machine,gun,a,a,Rarely
hairy,finger,a,a,Never
yellow,bead,a,a,Often
brown,floor,a,a,Sometimes
dump,truck,a,a,Often
print,shop,a,a,Sometimes
yellow,sheep,a,a,Rarely
hot,pink,,,Often
daddy,headache,a,a,Never
dog,hair,,,Never
girl,shoe,a,a,Often
toilet,paper,a,a,Never
sand,toy,a,a,Sometimes
blind,person,a,a,Never
lighter,colors,a,a,Sometimes
orange,paint,,,Sometimes
pussy,cat,a,a,Almost Always
flat,bed,a,a,Almost always
orange,hat,a,an,Rarely
night,kiss,a,a,Often
yellow,van,a,a,Rarely
color,petal,a,a,Almost always.
bear,puzzle,a,a,Sometimes
carrier,bag,a,a,Often
wolf,hound,a,a,Rarely
wet,floor,a,a,Often
pooper,scooper,a,a,Almost Always
lollipop,stick,a,a,Never
sweat,top,a,a,Often
back,cellar,a,a,Rarely
macaroni,cheese,,,Often
violin,group,a,a,Rarely
nail,cut,a,a,Never
farm,machine,a,a,Rarely
baby,tiger,a,a,Almost Always
curly,hair,,,Sometimes
candy,house,a,a,Never
wood,hardware,,,Rarely
hermit,crab,a,a,Sometimes
ankle,sock,a,an,Often
strawberry,flower,a,a,Rarely
broken,car,a,a,Rarely
coffee,cup,a,a,Often
cut,hair,,,Often
hot,towel,a,a,Rarely
mommy,horse,a,a,Often
fish,finger,a,a,Never
chipmunk,song,a,a,Rarely
frog,leg,a,a,Never
giant,bucket,a,a,Rarely
hot,boil,a,a,Almost always
pink,snow,,,Never
red,pin,a,a,Almost always.
rain,bow,a,a,Rarely.
red,colors,a,a,Almost always.
dish,soap,,,Often
mommy,duck,a,a,Often
hair,ball,a,a,Never
thick,marker,a,a,Often
dirty,pajamas,,,Rarely
bow,tie,a,a,Rarely
solar,house,a,a,Often
purple,monkey,a,a,Never
hot,grill,a,a,Often
climbing,stair,a,a,Almost always
purple,cartridge,a,a,Rarely
saw,puzzle,a,a,Rarely
shortbread,cookie,a,a,Often
car,parking,,,Often
farm,instrument,an,a,Rarely.
dirty,room,a,a,Rarely.
troll,person,a,a,Never
drawing,office,an,a,Never
shaving,mirror,a,a,Often
thick,rope,a,a,Often
orange,bird,a,an,Sometimes
lighter,snack,a,a,Sometimes
red,hamster,a,a,Sometimes
split,cup,a,a,Rarely
orange,color,a,an,Often
purple,stick,a,a,Never
gold,helmet,a,a,Rarely
mother,bear,a,a,Often
puzzle,board,a,a,Sometimes
sand,castle,a,a,Never
mail,truck,a,a,Rarely
red,bowl,a,a,Sometimes
strawberry,lemonade,,,Sometimes
gold,shoe,a,a,Rarely
fat,brush,a,a,Rarely
top,cap,a,a,Almost always
red,doggie,a,a,Rarely
tea,cake,a,a,Sometimes
wet,diaper,a,a,Almost always
mechanic,shop,a,a,Often
army,officer,an,an,Almost always
bear,book,a,a,Rarely.
cream,tub,a,a,Rarely
secretary,treasurer,a,a,Almost Always
ferry,crossing,a,a,Rarely
purple,octopus,an,a,Rarely
oatmeal,bite,a,an,Rarely
glass,building,a,a,Sometimes
dirty,finger,a,a,Sometimes
toddler,bed,a,a,Rarely
circus,man,a,a,Rarely.
cut,glass,a,a,Rarely
dark,color,a,a,Often
hot,bottle,a,a,Never
barge,person,a,a,Never
yellow,tooth,a,a,Rarely
pitch,fork,a,a,Never
driving,instructor,an,a,Sometimes
astronaut,hat,a,an,Rarely
bear,cry,a,a,Rarely
bay,window,a,a,Rarely.
berry,patch,a,a,Rarely
piano,player,a,a,Sometimes
bedside,table,a,a,Sometimes
dead,person,a,a,Never
bird,cave,a,a,Rarely
gold,coin,a,a,Rarely
engine,oil,,,Always
green,pot,a,a,Sometimes
ocean,animal,an,an,Often
cheese,ball,a,a,Never
red,bicycle,a,a,Often
turkey,breast,a,a,Never
hairy,spider,a,a,Rarely
apple,juice,,,Often
paper,sticker,a,a,Often
air,balloon,a,an,Almost always
mud,pie,a,a,Rarely
orange,circle,a,an,Sometimes
star,fish,a,a,Rarely
fish,lip,a,a,Never
orange,broom,a,an,Rarely
paint,plaster,a,a,Rarely
dance,contest,a,a,Sometimes
hot,chocolate,,,Often
green,elephant,an,a,Never
flower,day,a,a,Never
orange,pentagon,a,an,Rarely
student,band,a,a,Sometimes
pink,milk,,,Never
milk,shake,a,a,Almost always.
yellow,plastic,,,Rarely.
daddy,car,a,a,Never
wet,tarmac,a,a,Often
pink,blanket,a,a,Sometimes
shovel,fork,a,a,Never
fat,piggy,a,a,Sometimes
sugar,cone,a,a,Almost Always
glass,washer,a,a,Never
silver,penny,a,a,Never
sugar,syrup,,,Almost always
cookie,blob,a,a,Never
donut,chair,a,a,Rarely
watch,strap,a,a,Often
top,cream,,,Almost always
