adjective,noun,mean
dinner,bowl,3.3333333333333335
dinner,break,3.3333333333333335
dinner,table,4.333333333333333
dinosaur,arm,1.6666666666666667
dinosaur,artifact,4
dinosaur,blanket,2.5
dinosaur,bone,2
dinosaur,book,2.5
dinosaur,egg,2.3333333333333335
dinosaur,foot,2
dinosaur,head,2
dinosaur,hunt,1.3333333333333333
dinosaur,hunter,1
dinosaur,leg,2
dinosaur,map,1.5
dinosaur,movie,2.5
dinosaur,picture,2.25
dinosaur,skull,2
dinosaur,sticker,2.3333333333333335
dirt,road,3.5
dirty,baby,3
dirty,banana,3.25
dirty,basement,4.5
dirty,basket,2.6666666666666665
dirty,blanket,3.25
dirty,bottom,4
dirty,bowl,3
dirty,box,3.5
dirty,bubble,1.6666666666666667
dirty,car,3.75
dirty,cave,5.666666666666667
dirty,cloth,3.3333333333333335
dirty,clothes,4
dirty,corner,3.3333333333333335
dirty,crayon,2.6666666666666665
dirty,cup,3.3333333333333335
dirty,daddy,3
dirty,diaper,5
dirty,dish,3.3333333333333335
dirty,face,3
dirty,finger,3.6666666666666665
dirty,floor,4
dirty,food,1.75
dirty,foot,3.3333333333333335
dirty,fox,3
dirty,garbage,5.5
dirty,girl,2.6666666666666665
dirty,ground,4.5
dirty,guy,3
dirty,hamper,4.333333333333333
dirty,hand,2.6666666666666665
dirty,honey,1.6666666666666667
dirty,key,2.6666666666666665
dirty,laundry,4
dirty,mama,3.3333333333333335
dirty,mess,5.5
dirty,milk,2
dirty,mitt,2.6666666666666665
dirty,mommy,2.6666666666666665
dirty,mouse,4.333333333333333
dirty,mouth,4.333333333333333
dirty,movie,3.5
dirty,nose,3.6666666666666665
dirty,one,3
dirty,outside,3.6666666666666665
dirty,pajamas,3
dirty,pamper,4.333333333333333
dirty,pants,3.6666666666666665
dirty,panty,3
dirty,park,2.75
dirty,pavement,4.25
dirty,penny,3.3333333333333335
dirty,piggy,3.6666666666666665
dirty,pillow,4
dirty,plate,4
dirty,player,3
dirty,room,3.3333333333333335
dirty,shirt,3.25
dirty,slide,3.6666666666666665
dirty,sock,3.5
dirty,spoon,3
dirty,straw,1.5
dirty,suit,3
dirty,swine,3.5
dirty,table,3.25
dirty,tank,3
dirty,tissue,3
dirty,town,3.6666666666666665
dirty,tractor,3.5
dirty,truck,3.25
dirty,vent,3.5
dirty,water,4.5
disc,driver,2.6666666666666665
dish,cloth,3.3333333333333335
dish,soap,5
dish,wash,3.3333333333333335
dish,washer,4.5
diving,board,3
diving,dummy,1
doctor,kit,2.75
doctor,visit,3.6666666666666665
document,file,3.5
dog,beach,1
dog,book,2.3333333333333335
dog,bun,3
dog,cheese,1
dog,collar,3
dog,dance,1.5
dog,dirt,1.5
dog,dish,2.6666666666666665
dog,food,2.6666666666666665
dog,hair,2.75
dog,house,3.3333333333333335
dog,joint,2.5
dog,mama,3
dog,park,3.3333333333333335
dog,person,5
dog,poop,2.75
dog,sausage,1.5
dog,stand,2
dog,sticker,2.5
dog,walk,4
doggy,bin,2.75
doggy,bone,2.6666666666666665
doggy,food,3
doggy,tail,3
dogs,barking,5.333333333333333
dogs,biscuit,2.75
dogs,face,2.75
doll,baby,2.5
doll,dress,2.6666666666666665
doll,house,2.3333333333333335
dollar,baby,1
dolly,clothes,2.3333333333333335
dolly,dress,3
dolly,guy,2.5
dolly,house,2.25
dolphin,family,2.5
dolphin,show,2
donut,chair,2
door,bell,4
door,car,2.3333333333333335
door,casing,2.5
door,frame,3.5
door,grill,1.6666666666666667
door,handle,4
door,key,4.25
door,speaker,1.6666666666666667
door,step,3
door,valve,3
dorsal,fin,4
dough,rise,3.3333333333333335
downstairs,loo,3.25
dozen,egg,3
dragon,attack,1.3333333333333333
dragon,bear,1
dragon,boy,1
dragon,game,2
dragon,guy,1.3333333333333333
dragon,picture,2
dragon,piece,2
draw,bridge,3.3333333333333335
draw,letter,2
draw,picture,3
draw,pile,2.6666666666666665
draw,prize,2.6666666666666665
draw,ticket,3
draw,vans,1
drawing,board,3
drawing,office,2
drawing,table,3.3333333333333335
dress,ballet,3
dress,clothes,2.75
dress,piece,2.3333333333333335
dress,ring,2
dressing,gown,4
dressing,room,4
dressing,table,3.3333333333333335
driving,horse,2
driving,instructor,2.75
drool,boy,2.3333333333333335
drop,curtain,2.5
drug,alcohol,2.5
drum,body,2
drum,stick,2.6666666666666665
drummer,boy,2.5
duffel,coat,2.5
dummy,dragon,2
dump,truck,3
dune,buggy,4
dust,ball,2.3333333333333335
dust,rag,3
dust,wagon,1.5
dustbin,man,2
dwarf,tree,2.75
ear,drum,3
ear,elephant,2
ear,hole,3.25
ear,infection,3.25
ear,lobe,4.666666666666667
ear,phone,3.25
ear,plug,3
ear,ring,4
earth,worm,5
eat,food,7
edge,piece,2.5
egg,box,2.25
egg,bread,1.5
egg,button,1.25
egg,salad,3
egg,shell,4.5
egg,soup,3
egg,white,2.3333333333333335
egg,yard,1.3333333333333333
eight,piece,2.5
elbow,hair,2
electronics,firm,3.5
elephant,book,2
elephant,brooch,1
elephant,crying,1
elephant,ear,2
elephant,eye,2.3333333333333335
elephant,fly,1.6666666666666667
elephant,garland,1.5
elephant,grey,3.75
elephant,leg,3
elephant,mommy,2.6666666666666665
elephant,parade,2
elephant,puzzle,2.3333333333333335
elephant,ride,2.3333333333333335
elephant,scale,1.75
elephant,toy,2.25
elephant,trumpeting,2.3333333333333335
elephant,trunk,2.6666666666666665
elephant,weight,1.5
eleven,pound,3
eleven,sock,1
eleven,square,1
elf,talk,1.5
enamel,shell,1.5
engine,driver,2.75
engine,oil,4
engine,shed,3
engine,train,4.5
entrance,door,3.3333333333333335
entrance,hall,3
examination,board,3
executive,committee,3.6666666666666665
exit,entrance,3
exit,sign,3
explorer,guy,2
explorer,suit,2.3333333333333335
exterior,light,3.75
eye,ball,2.3333333333333335
eye,shadow,3.5
eye,witness,4.5
face,cake,2
face,green,1.3333333333333333
face,guy,2.5
face,painting,2.5
face,pumpkin,3
fairy,baby,1
fairy,boot,1.5
fairy,lady,2
fairy,note,1.6666666666666667
fairy,pony,1
fairy,shoe,2
family,day,3
family,exercise,3
family,feast,3
family,room,4.5
fare,crossing,2.6666666666666665
farm,animal,3
farm,book,2.25
farm,cat,3
farm,channel,2
farm,dog,2.5
farm,game,2
farm,house,2.6666666666666665
farm,instrument,3
farm,machine,3
farm,movie,2.25
farm,puppet,1
farm,puzzle,2
farm,shop,2
farm,tractor,5
farm,truck,3
farm,vehicle,2.75
farmer,guy,3
farmer,lady,2.5
farmer,man,2.5
farmer,market,3.5
farmer,overalls,2.5
farmer,truck,2.6666666666666665
fat,baby,3
fat,belly,4.333333333333333
fat,bird,2
fat,body,3.5
fat,boy,2.3333333333333335
fat,brush,3
fat,bunny,2.6666666666666665
fat,cat,3.5
fat,chap,3
fat,child,3
fat,cookie,2.6666666666666665
fat,dinner,2.5
fat,doctor,3
fat,elephant,3
fat,face,3
fat,finger,3
fat,fryer,3
fat,girl,3.6666666666666665
fat,guy,3
fat,head,2.25
fat,hen,2.6666666666666665
fat,house,3
fat,kiss,1
fat,lady,3
fat,leg,3
fat,lump,2.6666666666666665
fat,mama,3
fat,man,3.25
fat,marker,2.75
fat,milk,3
fat,piece,2.5
fat,pig,5.5
fat,piggie,4.333333333333333
fat,piggy,4.666666666666667
fat,roll,2
fat,squirrel,2.6666666666666665
fat,tummy,3.6666666666666665
fat,worm,2.3333333333333335
father,duck,3.6666666666666665
fatty,lady,3
fax,machine,2.3333333333333335
fax,phone,2.3333333333333335
feather,mattress,2.5
feather,painting,2.3333333333333335
female,alligator,4
female,crab,4.25
fence,door,2.5
fence,post,4.333333333333333
ferry,back,2
ferry,boat,3
ferry,crossing,2.3333333333333335
festival,company,2
file,drawer,3.6666666666666665
film,star,3.5
film,wrap,3
finger,food,3
finger,hand,2
finger,nail,3.6666666666666665
fire,alarm,4
fire,engine,2.6666666666666665
fire,exit,3.6666666666666665
fire,fighter,3.75
fire,grate,3
fire,hose,3
fire,hydrant,5.333333333333333
fire,man,2
fire,officer,2.3333333333333335
fire,pole,2.6666666666666665
fire,side,2.3333333333333335
fire,station,3.75
fire,truck,3.6666666666666665
firehouse,lunch,2
firework,factory,2
fish,animal,3
fish,aquarium,5
fish,book,2
fish,bowl,3.5
fish,cake,1
fish,cracker,2
fish,dad,2.3333333333333335
fish,dinner,3
fish,egg,3.3333333333333335
fish,eye,2.5
fish,fin,4.333333333333333
fish,finger,2
fish,food,2.5
fish,game,1.75
fish,guts,2.3333333333333335
fish,hook,4
fish,jelly,2
fish,jump,2
fish,lip,2
fish,market,3
fish,meal,3
fish,net,3.6666666666666665
fish,pie,1.6666666666666667
fish,pond,5
fish,puppet,3
fish,puzzle,3
fish,seafood,5.333333333333333
fish,shop,2.3333333333333335
fish,skeleton,3
fish,song,2
fish,soup,3
fish,stall,1.6666666666666667
fish,stick,2
fish,sticker,2
fish,tank,2.6666666666666665
fishing,hole,3.5
fishing,pole,5
fishing,rod,4.666666666666667
flag,drawer,1.3333333333333333
flaming,desk,1.5
flaming,shake,1
flat,ball,2
flat,bed,3.75
flat,bedroom,4
flat,box,3.6666666666666665
flat,cheese,4.333333333333333
flat,edge,3
flat,fish,2
flat,floor,6.25
flat,house,2
flat,knife,3
flat,land,3.75
flat,mat,5
flat,mouth,1.6666666666666667
flat,one,2.3333333333333335
flat,piece,3.3333333333333335
flat,pumpkin,1.6666666666666667
flat,roof,3.5
flat,side,3
flat,surface,4.5
flat,table,5.5
flat,timber,3.3333333333333335
flat,tire,3.75
flip,flop,3
flip,top,2.6666666666666665
floor,archway,1.6666666666666667
floor,board,4
floor,face,1
floor,tiling,5
flop,flap,1.5
flower,bed,3.5
flower,border,2.5
flower,box,2.25
flower,day,2.3333333333333335
flower,pan,1.5
flower,pants,2
flower,petal,5.25
flower,piece,3
flower,plate,2
flower,pot,3.3333333333333335
flower,room,1.75
flower,seed,4
flower,stem,4.333333333333333
flower,tree,2.6666666666666665
fly,ball,2.5
fly,soup,1.3333333333333333
fly,swatter,4.333333333333333
flying,dancing,1.5
flying,dragon,4
flying,horse,1
foam,piece,2.3333333333333335
foil,tray,2.25
fold,blanket,3.5
fold,laundry,3.75
food,board,2.6666666666666665
food,bowl,4
food,card,2.3333333333333335
food,chain,3.5
food,coloring,3.25
food,company,3.3333333333333335
food,container,3.6666666666666665
food,group,3.6666666666666665
food,pea,4.666666666666667
food,picture,3.6666666666666665
food,processor,5
food,restaurant,5.333333333333333
food,shopping,3.6666666666666665
foot,ball,4.5
foot,green,1
foot,hole,2.3333333333333335
foot,length,3.3333333333333335
foot,lounge,1.5
foot,piece,2.5
foot,pool,2.25
foot,print,4.666666666666667
foot,pruner,1.3333333333333333
foot,radiator,1.3333333333333333
foot,trunk,1.5
football,game,3.75
football,match,3.3333333333333335
football,teacher,3
fork,lift,3
forty,eight,1
forty,inch,1.5
forty,pound,2.3333333333333335
fowl,fruit,1
frame,chip,2
freeze,coffee,1.5
freeze,pop,2.6666666666666665
freeze,popsicle,5.333333333333333
freeze,tag,1.5
freezing,plant,1.5
freezing,road,2.3333333333333335
freezing,water,3.5
fridge,door,2.5
fridge,freezer,5.5
fridge,magnet,3.3333333333333335
frog,book,2
frog,girl,2.3333333333333335
frog,hat,2
frog,house,2
frog,jump,2.25
frog,leg,2
frog,outfit,2
frog,toy,2
frog,umbrella,2
frost,sun,1.6666666666666667
frown,face,2.3333333333333335
frozen,bean,2.5
frozen,chicken,3.3333333333333335
frozen,lip,1.6666666666666667
frozen,pea,4
frozen,room,2
frozen,shoulder,2.25
frozen,water,3.6666666666666665
fruit,cake,2.3333333333333335
fruit,juice,5
fruit,machine,2
fruit,punch,3.6666666666666665
fruit,sherry,4.75
fruit,shop,2.3333333333333335
fruit,snack,3.5
fruit,stall,2.3333333333333335
fruit,tree,3.6666666666666665
fudge,sundae,3.5
fuel,tank,3.5
fur,coat,3.5
furnishings,gift,2.3333333333333335
furniture,curtain,1.5
furniture,shop,2.5
furry,bear,6
furry,cat,6
furry,caterpillar,5
furry,coach,2
furry,costume,2.3333333333333335
furry,duck,1.6666666666666667
furry,face,2.5
furry,fuzzy,4
furry,gorilla,5.666666666666667
furry,guy,1.5
furry,platypus,3.6666666666666665
furry,puppy,6
furry,tail,5
furry,teddy,6
furry,tummy,2.3333333333333335
fuzzy,blanket,4.25
fuzzy,bone,1
fuzzy,creature,3
fuzzy,ear,3.6666666666666665
fuzzy,flower,2.3333333333333335
fuzzy,hair,4
fuzzy,mountain,1
fuzzy,pants,2.5
fuzzy,peach,6
fuzzy,poodle,4.666666666666667
fuzzy,slipper,4.25
fuzzy,tail,5
fuzzy,teddy,4
game,contestant,4.75
game,marble,4.5
game,mommy,2.3333333333333335
game,shark,2.5
game,tile,3.3333333333333335
garage,door,3.3333333333333335
garage,key,3
garbage,can,4.666666666666667
garbage,collector,3.3333333333333335
garbage,feast,2
garbage,truck,3.5
garden,chair,2.6666666666666665
garden,door,2.3333333333333335
garden,furniture,3
garden,hose,3.6666666666666665
garden,shed,4.333333333333333
garden,shoulder,2
garden,sign,2.3333333333333335
garden,snow,2.5
garden,soil,3.6666666666666665
garden,tool,3.6666666666666665
garden,toolbox,3
garden,tree,3
garden,worm,3.6666666666666665
garlic,bread,3.5
garlic,mommy,1.5
garlic,powder,4
garlic,salt,2.6666666666666665
gas,bill,3
gas,cooker,4
gas,cooking,3.6666666666666665
gas,fire,3.3333333333333335
gas,man,2.3333333333333335
gas,mask,2.3333333333333335
gas,pipe,3.3333333333333335
gas,station,4.75
giant,baby,2
giant,ball,2.3333333333333335
giant,bean,2
giant,belt,2
giant,bomb,3.6666666666666665
giant,boy,1
giant,bucket,2.5
giant,cat,2.3333333333333335
giant,caterpillar,2
giant,circle,3
giant,clay,1
giant,cloud,4
giant,committee,3
giant,creature,2
giant,dog,3
giant,dragon,5
giant,dump,2.6666666666666665
giant,fire,3.3333333333333335
giant,fish,2.75
giant,frog,2.5
giant,gorilla,2
giant,head,2
giant,juice,3
giant,mess,3
giant,meteor,4
giant,meteorite,2.75
giant,octopus,2.25
giant,one,1.6666666666666667
giant,piece,3.3333333333333335
giant,pillow,3.5
giant,potato,2.75
giant,present,3
giant,puppet,2
giant,puzzle,2.6666666666666665
giant,sandwich,2.3333333333333335
giant,saucer,2.5
giant,seal,2.3333333333333335
giant,shadow,3.3333333333333335
giant,shoe,2.3333333333333335
giant,skyscraper,5.5
giant,squid,3
giant,sundial,2
giant,thorn,2.6666666666666665
giant,tower,5
giant,truck,3.25
giant,worm,2
giant,yogurt,1.3333333333333333
gift,shop,3
ginger,ale,3.3333333333333335
ginger,man,2
ginger,wine,2
gingerbread,guy,2
gingerbread,man,2.6666666666666665
gingerbread,recipe,3
giraffe,leg,2.3333333333333335
girl,bed,3.6666666666666665
girl,bike,3.5
girl,boot,3.3333333333333335
girl,bunny,4
girl,case,2
girl,colors,3
girl,cup,2.5
girl,deer,3.75
girl,doctor,2.5
girl,glass,1
girl,hair,3.6666666666666665
girl,hood,3
girl,house,2.6666666666666665
girl,kiss,3
girl,mommy,6.333333333333333
girl,potty,3.6666666666666665
girl,shoe,3.5
girl,swing,2
girl,teacher,3.25
girl,toy,4
glass,building,2
glass,cover,3
glass,door,3.6666666666666665
glass,house,2
glass,jar,4.666666666666667
glass,light,2.6666666666666665
glass,slipper,2
glass,table,3
glass,washer,2.3333333333333335
glazed,window,3
glitter,glue,2.5
glue,stick,2.5
goat,boy,1.5
gold,bag,2
gold,balloon,2
gold,band,4
gold,cap,2.6666666666666665
gold,coffee,2
gold,coin,2.75
gold,dragon,2.6666666666666665
gold,dust,2.3333333333333335
gold,fish,3.5
gold,game,2
gold,guy,1.5
gold,helmet,2
gold,key,2.6666666666666665
gold,map,2
gold,medal,3.75
gold,necklace,4.666666666666667
gold,plate,2.5
gold,reindeer,1.5
gold,ring,2.6666666666666665
gold,shoe,2
gold,sky,1.3333333333333333
gold,star,4
gold,ticket,2
gold,weaver,2
goldfish,day,2
goldfish,jumping,2.5
goldfish,soup,1
golf,ball,3
goods,shop,4.333333333333333
goose,mama,2.5
gram,jar,1.6666666666666667
granddad,kiss,2.5
grandfather,clock,4
grandma,sings,4
granite,horse,1.6666666666666667
granola,bar,3.25
grape,ape,2
grape,fruit,2.3333333333333335
grape,juice,3.5
grape,purple,2.5
grassy,field,5.333333333333333
grassy,piece,2.3333333333333335
grate,fire,2
gravel,border,2.75
gravel,pile,3
grease,mark,2
green,airplane,1.6666666666666667
green,airship,2
green,apple,3
green,baby,1.25
green,bag,3
green,ball,3
green,balloon,3
green,bead,3
green,bean,4.333333333333333
green,bear,1.3333333333333333
green,beard,1.3333333333333333
green,bed,2.6666666666666665
green,bird,2.25
green,blanket,2.6666666666666665
green,block,2.3333333333333335
green,boat,2.6666666666666665
green,bone,1
green,booger,3.25
green,book,3
green,bow,3
green,bowl,3
green,box,2.75
green,boxcar,2.3333333333333335
green,broccoli,7
green,bubble,1.3333333333333333
green,bug,3
green,button,2.6666666666666665
green,cactus,6.333333333333333
green,candle,3
green,candy,3
green,cap,3
green,car,2
green,card,2.6666666666666665
green,carrot,1.75
green,casing,2.5
green,cat,1
green,chain,2.3333333333333335
green,chair,2.5
green,cheese,1.6666666666666667
green,chest,2.75
green,circle,2.6666666666666665
green,coat,3
green,color,3
green,container,3
green,cooker,2
green,cookie,2
green,crayon,3
green,creature,2.3333333333333335
green,crunch,2
green,cup,2.3333333333333335
green,daddy,1
green,diamond,1.3333333333333333
green,dinosaur,4
green,dish,3
green,dog,2
green,doggy,1.6666666666666667
green,door,2.75
green,dragon,4
green,dress,3
green,ear,1.6666666666666667
green,edge,2.3333333333333335
green,eel,2.6666666666666665
green,egg,2
green,elephant,1.6666666666666667
green,eye,3
green,field,4.333333333333333
green,finger,2
green,fire,2
green,fish,3.25
green,flag,2.5
green,flower,3
green,frog,5.333333333333333
green,frosting,2.3333333333333335
green,garbage,2.5
green,glove,3
green,grape,4.5
green,grass,6
green,grasshopper,6.333333333333333
green,green,1
green,grey,1.5
green,guy,1
green,hair,2
green,hand,1.5
green,hat,2.5
green,head,2
green,heart,1
green,helmet,2.6666666666666665
green,honey,1.5
green,hoop,2.5
green,horse,1
green,house,3
green,jacket,2.6666666666666665
green,jelly,2
green,jungle,5.5
green,key,2
green,kitty,1
green,knife,2.25
green,knight,2
green,land,4
green,lawn,6.333333333333333
green,leaf,5.333333333333333
green,leg,1.3333333333333333
green,lego,3
green,light,4
green,line,2.3333333333333335
green,man,1.6666666666666667
green,marble,2.6666666666666665
green,marker,3
green,mat,3
green,melon,3.5
green,mom,1
green,money,5.333333333333333
green,monkey,1
green,moose,1
green,mountain,4
green,mouth,1
green,noodle,1.3333333333333333
green,nose,2
green,ornament,3
green,overalls,2
green,paddle,2.3333333333333335
green,paint,3
green,pants,2
green,paper,2.3333333333333335
green,park,4
green,path,2.3333333333333335
green,pea,6
green,pencil,3
green,pepper,4
green,person,2
green,picture,2.6666666666666665
green,piece,2
green,pig,1.3333333333333333
green,plant,5.333333333333333
green,plate,3
green,pop,2.6666666666666665
green,popsicle,2.75
green,pot,2.75
green,rain,1.5
green,rectangle,2.5
green,red,1.5
green,ring,2.6666666666666665
green,room,3
green,salad,4.75
green,scissor,2.5
green,scissors,2.75
green,scooter,2
green,shamrock,6.5
green,shell,3.3333333333333335
green,shirt,3
green,shoe,2.75
green,shovel,2.3333333333333335
green,side,3
green,slide,2.6666666666666665
green,snake,4
green,spider,2.6666666666666665
green,spoon,2.3333333333333335
green,square,2.5
green,star,1.3333333333333333
green,stem,5.333333333333333
green,stool,2.75
green,straw,2.3333333333333335
green,strawberry,2
green,stripe,2.6666666666666665
green,sugar,1.5
green,suit,2.3333333333333335
green,sword,2.25
green,tail,2.3333333333333335
green,tea,3.6666666666666665
green,thumb,2
green,tie,2.3333333333333335
green,toe,1.75
green,tomato,3.3333333333333335
green,tooth,1
green,tower,2
green,toy,3
green,track,2.5
green,train,2.3333333333333335
green,tree,4.333333333333333
green,triangle,2.6666666666666665
green,triceratops,4.333333333333333
green,truck,2.3333333333333335
green,tube,2.5
green,tummy,2
green,turtle,6
green,uniform,3
green,vacuum,2.5
green,vegetable,4.333333333333333
green,wall,2.75
green,water,2
green,worktop,2.6666666666666665
green,wreath,3
green,yogurt,2
green,zebra,1
greenhouse,greenhouse,1
greens,baby,1.5
grey,beard,3.3333333333333335
grey,boot,3.25
grey,cap,2.75
grey,cat,3.3333333333333335
grey,clay,3.3333333333333335
grey,cloud,4
grey,coat,3.25
grey,dog,3
grey,hair,3
grey,label,2.5
grey,shoe,3
grey,shorts,3
grey,snow,2.5
grey,suite,3
grey,tights,3
grill,cheese,2.6666666666666665
grill,pan,3.5
grilled,cheese,3
grilled,sandwich,3
grocery,cart,3.6666666666666665
grocery,list,4
grocery,store,3.25
grocery,warehouse,3
ground,almond,2.3333333333333335
ground,floor,4.5
ground,rice,1.6666666666666667
ground,squirrel,3
group,secretary,3
guitar,player,3
gulf,stream,3
gum,drop,2.5
gum,flavor,2.6666666666666665
gum,tree,2
gun,guard,2.5
gun,runner,1.5
guy,beard,6.333333333333333
guy,dancing,3
guy,knight,6
guy,robot,1.6666666666666667
guy,scream,3
guy,talking,3
guy,walking,1
guy,wizard,3.75
gym,shoe,2.75
gym,teacher,2.6666666666666665
hail,storm,2.3333333333333335
hair,ball,2.3333333333333335
hair,barrette,4.666666666666667
hair,cap,2
hair,cut,3
hair,day,2
hair,dryer,2.6666666666666665
hair,man,2.5
hair,witch,1.5
hairless,cat,2
hairy,finger,2.75
hairy,spider,3.5
hall,baby,2.5
hall,closet,3
hall,lighting,4
hall,servant,2.3333333333333335
ham,ball,1.3333333333333333
ham,salad,3
hamburger,bun,4
hamburger,meat,3.6666666666666665
hammer,fork,1.25
hammer,head,2
hand,bag,4
hand,bike,2.3333333333333335
hand,cheese,2.5
hand,dress,2
hand,drive,2.5
hand,glove,6.666666666666667
hand,green,1.5
hand,motor,2
hand,print,3.3333333333333335
hand,washing,3.25
hare,lip,2.3333333333333335
hash,brown,2.6666666666666665
hay,cart,2.5
hay,cookie,1
hay,ride,2.5
hay,stack,4
head,boy,3
head,louse,3.3333333333333335
head,office,3.3333333333333335
head,piece,3.25
head,pirate,2.6666666666666665
head,shot,2.75
head,stand,2.5
header,tank,1.5
heart,attack,2.3333333333333335
heart,beat,3.3333333333333335
heart,dough,1
heart,muscle,2.3333333333333335
heart,plate,2.6666666666666665
heart,station,2
heart,sweet,1.6666666666666667
hedge,cutter,3.25
hedge,shears,3.5
hen,egg,3.5
herb,garden,3.6666666666666665
hermit,crab,3
hill,riding,2.3333333333333335
hill,top,3.25
hill,track,2.5
hillbilly,baby,2.3333333333333335
hind,foot,3
hind,leg,3
hip,bone,3
hip,cat,3
hippopotamus,face,2
hit,mommy,2
hive,bee,6
holly,leaf,2.3333333333333335
holly,wreath,4.333333333333333
home,committee,2.5
home,county,3.5
home,daddy,2
home,movie,3.75
home,page,3.3333333333333335
home,sign,2.5
honey,bee,5
honey,bunny,2.3333333333333335
honey,butter,2.6666666666666665
honey,doll,1.5
honey,marmalade,2.75
honey,mommy,1
honey,pie,2
honey,pot,2.6666666666666665
horned,viper,2.3333333333333335
horse,box,2
horse,horse,1
horse,manure,3.75
horse,running,2.6666666666666665
horse,shoeing,3.6666666666666665
hot,air,3
hot,baby,2
hot,bag,3
hot,balloon,3
hot,bath,5
hot,blanket,2.5
hot,body,3.3333333333333335
hot,boil,5
hot,book,2.5
hot,bottle,2.3333333333333335
hot,bowl,2.3333333333333335
hot,bun,2.6666666666666665
hot,car,2.3333333333333335
hot,cereal,3.3333333333333335
hot,chicken,3
hot,chip,2.5
hot,chocolate,2.6666666666666665
hot,cloth,2.5
hot,coal,3.6666666666666665
hot,cocoa,5.25
hot,coffee,5.25
hot,cookie,2.6666666666666665
hot,corn,3.5
hot,cream,2.75
hot,cross,1.5
hot,cup,3.3333333333333335
hot,curry,6
hot,daddy,2.3333333333333335
hot,date,3
hot,day,3.3333333333333335
hot,desert,4
hot,dog,2
hot,doggy,2.6666666666666665
hot,egg,3.25
hot,fan,2.3333333333333335
hot,fire,7
hot,flaming,6.5
hot,food,4.75
hot,fry,5.666666666666667
hot,grease,3.6666666666666665
hot,grill,5
hot,honey,2.25
hot,ice,1.3333333333333333
hot,juice,1.5
hot,lava,6
hot,lunch,4
hot,macaroni,4.5
hot,mama,2.3333333333333335
hot,mess,3.5
hot,milk,3
hot,mom,2.5
hot,mommy,2.6666666666666665
hot,muffin,4.666666666666667
hot,oil,4
hot,onion,2.6666666666666665
hot,oven,5.333333333333333
hot,pan,3.6666666666666665
hot,pants,2
hot,pattern,2
hot,pepper,4.25
hot,pickle,3
hot,piece,2.3333333333333335
hot,piggy,1.3333333333333333
hot,pink,3.25
hot,pipe,3.5
hot,plastic,2.3333333333333335
hot,popsicle,1
hot,pot,4.333333333333333
hot,potato,4
hot,radiator,5.333333333333333
hot,rice,5.5
hot,ride,1.6666666666666667
hot,rod,3.5
hot,roll,3
hot,room,2.3333333333333335
hot,sandwich,3.75
hot,sauce,3.5
hot,sausage,3.75
hot,seat,2
hot,shake,1.3333333333333333
hot,shit,4.5
hot,soup,5
hot,spice,4.666666666666667
hot,steam,5.75
hot,stove,3.5
hot,strawberry,2
hot,sun,5.5
hot,sundae,3
hot,syrup,2.6666666666666665
hot,table,2
hot,tank,3
hot,tap,3
hot,tea,4.75
hot,tot,2.3333333333333335
hot,towel,3
hot,tray,3
hot,tub,4.666666666666667
hot,wash,3.3333333333333335
hot,water,3.75
hot,wax,4.666666666666667
hot,whisky,2.5
hot,wing,3.5
hot,wood,3
hotel,breakfast,2
hotel,day,2
hotel,room,2.6666666666666665
hound,letter,2
house,beam,2.3333333333333335
house,person,3
house,pig,2
house,shoe,4.5
house,spider,2.6666666666666665
housing,radiation,3
hug,day,1.6666666666666667
human,body,4
human,head,4
human,race,3
hummingbird,hum,2
hummus,bread,3
ice,box,2.75
ice,cream,4.666666666666667
ice,cube,3.75
ice,hockey,4
ice,mum,1.5
ice,tea,4
ice,truck,2.5
icecream,maker,2.6666666666666665
icecream,scoop,4.75
icy,coast,2
icy,drink,3.3333333333333335
icy,mountain,3
icy,ring,2.5
icy,road,2.6666666666666665
inch,board,2.6666666666666665
inch,divide,2
inch,square,2.5
inch,wheel,2
inch,wire,2
inch,wood,1.6666666666666667
infant,teacher,1.5
ink,pad,2.75
instrument,panel,3.5
intercom,beep,3.3333333333333335
iron,board,3.3333333333333335
iron,leg,2.25
iron,sword,4.333333333333333
ironing,board,3
jacket,top,2.6666666666666665
jam,pot,2.3333333333333335
jaw,bone,2.6666666666666665
jazz,band,4
jean,jacket,3.25
jelly,bagel,2.3333333333333335
jelly,bean,3.25
jelly,container,2.6666666666666665
jelly,doughnut,3.6666666666666665
jelly,fish,2.5
jelly,sandwich,2.75
jellyfish,family,2
jet,engine,3
juice,baby,1.6666666666666667
juice,box,3.5
juice,bud,1
juice,drop,2.3333333333333335
juice,tea,1.5
juicy,bite,3
juicy,fruit,4.666666666666667
juicy,juice,5.666666666666667
juicy,meat,5.333333333333333
juicy,one,3.5
juicy,pear,4
juicy,pineapple,5.666666666666667
juicy,worm,3
jump,jockey,1.5
jump,rope,3.3333333333333335
junction,box,2
jungle,goodness,1
jungle,gym,2.5
jungle,ride,2
karate,ballerina,1
karate,bunny,1
karate,chop,2
karate,girl,2.5
karate,kick,3
karate,suit,2
kettle,boiling,3.3333333333333335
kettle,drum,2.6666666666666665
key,board,2.25
key,chain,3.5
key,engine,1.5
key,house,2.3333333333333335
key,instrument,3
key,lock,4.5
key,ring,3.6666666666666665
kick,person,2
kid,bike,3.75
kid,book,3
kid,cartoon,4.333333333333333
kid,driving,2
kid,game,4
